t,zone,soc,reachable,num_reachable,req_de_all,min_de_any,n_expected,n_finite
16,308,0,0,0,5.0,5.0,1,1
16,308,5,1,1,5.0,5.0,1,1
16,308,10,1,1,5.0,5.0,1,1
16,308,15,1,1,5.0,5.0,1,1
16,308,20,1,1,5.0,5.0,1,1
16,308,25,1,1,5.0,5.0,1,1
16,308,30,1,1,5.0,5.0,1,1
16,308,35,1,1,5.0,5.0,1,1
16,308,40,1,1,5.0,5.0,1,1
16,308,45,1,1,5.0,5.0,1,1
16,308,50,1,1,5.0,5.0,1,1
16,308,55,1,1,5.0,5.0,1,1
16,308,60,1,1,5.0,5.0,1,1
16,308,65,1,1,5.0,5.0,1,1
16,308,70,1,1,5.0,5.0,1,1
16,308,75,1,1,5.0,5.0,1,1
16,308,80,1,1,5.0,5.0,1,1
16,308,85,1,1,5.0,5.0,1,1
16,308,90,1,1,5.0,5.0,1,1
16,308,95,1,1,5.0,5.0,1,1
16,308,100,1,1,5.0,5.0,1,1
16,317,0,0,0,15.0,15.0,1,1
16,317,5,0,0,15.0,15.0,1,1
16,317,10,0,0,15.0,15.0,1,1
16,317,15,1,1,15.0,15.0,1,1
16,317,20,1,1,15.0,15.0,1,1
16,317,25,1,1,15.0,15.0,1,1
16,317,30,1,1,15.0,15.0,1,1
16,317,35,1,1,15.0,15.0,1,1
16,317,40,1,1,15.0,15.0,1,1
16,317,45,1,1,15.0,15.0,1,1
16,317,50,1,1,15.0,15.0,1,1
16,317,55,1,1,15.0,15.0,1,1
16,317,60,1,1,15.0,15.0,1,1
16,317,65,1,1,15.0,15.0,1,1
16,317,70,1,1,15.0,15.0,1,1
16,317,75,1,1,15.0,15.0,1,1
16,317,80,1,1,15.0,15.0,1,1
16,317,85,1,1,15.0,15.0,1,1
16,317,90,1,1,15.0,15.0,1,1
16,317,95,1,1,15.0,15.0,1,1
16,317,100,1,1,15.0,15.0,1,1
17,308,0,0,0,5.0,5.0,1,1
17,308,5,1,1,5.0,5.0,1,1
17,308,10,1,1,5.0,5.0,1,1
17,308,15,1,1,5.0,5.0,1,1
17,308,20,1,1,5.0,5.0,1,1
17,308,25,1,1,5.0,5.0,1,1
17,308,30,1,1,5.0,5.0,1,1
17,308,35,1,1,5.0,5.0,1,1
17,308,40,1,1,5.0,5.0,1,1
17,308,45,1,1,5.0,5.0,1,1
17,308,50,1,1,5.0,5.0,1,1
17,308,55,1,1,5.0,5.0,1,1
17,308,60,1,1,5.0,5.0,1,1
17,308,65,1,1,5.0,5.0,1,1
17,308,70,1,1,5.0,5.0,1,1
17,308,75,1,1,5.0,5.0,1,1
17,308,80,1,1,5.0,5.0,1,1
17,308,85,1,1,5.0,5.0,1,1
17,308,90,1,1,5.0,5.0,1,1
17,308,95,1,1,5.0,5.0,1,1
17,308,100,1,1,5.0,5.0,1,1
17,317,0,0,0,15.0,15.0,1,1
17,317,5,0,0,15.0,15.0,1,1
17,317,10,0,0,15.0,15.0,1,1
17,317,15,1,1,15.0,15.0,1,1
17,317,20,1,1,15.0,15.0,1,1
17,317,25,1,1,15.0,15.0,1,1
17,317,30,1,1,15.0,15.0,1,1
17,317,35,1,1,15.0,15.0,1,1
17,317,40,1,1,15.0,15.0,1,1
17,317,45,1,1,15.0,15.0,1,1
17,317,50,1,1,15.0,15.0,1,1
17,317,55,1,1,15.0,15.0,1,1
17,317,60,1,1,15.0,15.0,1,1
17,317,65,1,1,15.0,15.0,1,1
17,317,70,1,1,15.0,15.0,1,1
17,317,75,1,1,15.0,15.0,1,1
17,317,80,1,1,15.0,15.0,1,1
17,317,85,1,1,15.0,15.0,1,1
17,317,90,1,1,15.0,15.0,1,1
17,317,95,1,1,15.0,15.0,1,1
17,317,100,1,1,15.0,15.0,1,1
18,308,0,0,0,5.0,5.0,1,1
18,308,5,1,1,5.0,5.0,1,1
18,308,10,1,1,5.0,5.0,1,1
18,308,15,1,1,5.0,5.0,1,1
18,308,20,1,1,5.0,5.0,1,1
18,308,25,1,1,5.0,5.0,1,1
18,308,30,1,1,5.0,5.0,1,1
18,308,35,1,1,5.0,5.0,1,1
18,308,40,1,1,5.0,5.0,1,1
18,308,45,1,1,5.0,5.0,1,1
18,308,50,1,1,5.0,5.0,1,1
18,308,55,1,1,5.0,5.0,1,1
18,308,60,1,1,5.0,5.0,1,1
18,308,65,1,1,5.0,5.0,1,1
18,308,70,1,1,5.0,5.0,1,1
18,308,75,1,1,5.0,5.0,1,1
18,308,80,1,1,5.0,5.0,1,1
18,308,85,1,1,5.0,5.0,1,1
18,308,90,1,1,5.0,5.0,1,1
18,308,95,1,1,5.0,5.0,1,1
18,308,100,1,1,5.0,5.0,1,1
18,317,0,0,0,15.0,15.0,1,1
18,317,5,0,0,15.0,15.0,1,1
18,317,10,0,0,15.0,15.0,1,1
18,317,15,1,1,15.0,15.0,1,1
18,317,20,1,1,15.0,15.0,1,1
18,317,25,1,1,15.0,15.0,1,1
18,317,30,1,1,15.0,15.0,1,1
18,317,35,1,1,15.0,15.0,1,1
18,317,40,1,1,15.0,15.0,1,1
18,317,45,1,1,15.0,15.0,1,1
18,317,50,1,1,15.0,15.0,1,1
18,317,55,1,1,15.0,15.0,1,1
18,317,60,1,1,15.0,15.0,1,1
18,317,65,1,1,15.0,15.0,1,1
18,317,70,1,1,15.0,15.0,1,1
18,317,75,1,1,15.0,15.0,1,1
18,317,80,1,1,15.0,15.0,1,1
18,317,85,1,1,15.0,15.0,1,1
18,317,90,1,1,15.0,15.0,1,1
18,317,95,1,1,15.0,15.0,1,1
18,317,100,1,1,15.0,15.0,1,1
19,308,0,0,0,5.0,5.0,1,1
19,308,5,1,1,5.0,5.0,1,1
19,308,10,1,1,5.0,5.0,1,1
19,308,15,1,1,5.0,5.0,1,1
19,308,20,1,1,5.0,5.0,1,1
19,308,25,1,1,5.0,5.0,1,1
19,308,30,1,1,5.0,5.0,1,1
19,308,35,1,1,5.0,5.0,1,1
19,308,40,1,1,5.0,5.0,1,1
19,308,45,1,1,5.0,5.0,1,1
19,308,50,1,1,5.0,5.0,1,1
19,308,55,1,1,5.0,5.0,1,1
19,308,60,1,1,5.0,5.0,1,1
19,308,65,1,1,5.0,5.0,1,1
19,308,70,1,1,5.0,5.0,1,1
19,308,75,1,1,5.0,5.0,1,1
19,308,80,1,1,5.0,5.0,1,1
19,308,85,1,1,5.0,5.0,1,1
19,308,90,1,1,5.0,5.0,1,1
19,308,95,1,1,5.0,5.0,1,1
19,308,100,1,1,5.0,5.0,1,1
19,317,0,0,0,15.0,15.0,1,1
19,317,5,0,0,15.0,15.0,1,1
19,317,10,0,0,15.0,15.0,1,1
19,317,15,1,1,15.0,15.0,1,1
19,317,20,1,1,15.0,15.0,1,1
19,317,25,1,1,15.0,15.0,1,1
19,317,30,1,1,15.0,15.0,1,1
19,317,35,1,1,15.0,15.0,1,1
19,317,40,1,1,15.0,15.0,1,1
19,317,45,1,1,15.0,15.0,1,1
19,317,50,1,1,15.0,15.0,1,1
19,317,55,1,1,15.0,15.0,1,1
19,317,60,1,1,15.0,15.0,1,1
19,317,65,1,1,15.0,15.0,1,1
19,317,70,1,1,15.0,15.0,1,1
19,317,75,1,1,15.0,15.0,1,1
19,317,80,1,1,15.0,15.0,1,1
19,317,85,1,1,15.0,15.0,1,1
19,317,90,1,1,15.0,15.0,1,1
19,317,95,1,1,15.0,15.0,1,1
19,317,100,1,1,15.0,15.0,1,1
20,308,0,0,0,5.0,5.0,1,1
20,308,5,1,1,5.0,5.0,1,1
20,308,10,1,1,5.0,5.0,1,1
20,308,15,1,1,5.0,5.0,1,1
20,308,20,1,1,5.0,5.0,1,1
20,308,25,1,1,5.0,5.0,1,1
20,308,30,1,1,5.0,5.0,1,1
20,308,35,1,1,5.0,5.0,1,1
20,308,40,1,1,5.0,5.0,1,1
20,308,45,1,1,5.0,5.0,1,1
20,308,50,1,1,5.0,5.0,1,1
20,308,55,1,1,5.0,5.0,1,1
20,308,60,1,1,5.0,5.0,1,1
20,308,65,1,1,5.0,5.0,1,1
20,308,70,1,1,5.0,5.0,1,1
20,308,75,1,1,5.0,5.0,1,1
20,308,80,1,1,5.0,5.0,1,1
20,308,85,1,1,5.0,5.0,1,1
20,308,90,1,1,5.0,5.0,1,1
20,308,95,1,1,5.0,5.0,1,1
20,308,100,1,1,5.0,5.0,1,1
20,317,0,0,0,15.0,15.0,1,1
20,317,5,0,0,15.0,15.0,1,1
20,317,10,0,0,15.0,15.0,1,1
20,317,15,1,1,15.0,15.0,1,1
20,317,20,1,1,15.0,15.0,1,1
20,317,25,1,1,15.0,15.0,1,1
20,317,30,1,1,15.0,15.0,1,1
20,317,35,1,1,15.0,15.0,1,1
20,317,40,1,1,15.0,15.0,1,1
20,317,45,1,1,15.0,15.0,1,1
20,317,50,1,1,15.0,15.0,1,1
20,317,55,1,1,15.0,15.0,1,1
20,317,60,1,1,15.0,15.0,1,1
20,317,65,1,1,15.0,15.0,1,1
20,317,70,1,1,15.0,15.0,1,1
20,317,75,1,1,15.0,15.0,1,1
20,317,80,1,1,15.0,15.0,1,1
20,317,85,1,1,15.0,15.0,1,1
20,317,90,1,1,15.0,15.0,1,1
20,317,95,1,1,15.0,15.0,1,1
20,317,100,1,1,15.0,15.0,1,1
21,308,0,0,0,5.0,5.0,1,1
21,308,5,1,1,5.0,5.0,1,1
21,308,10,1,1,5.0,5.0,1,1
21,308,15,1,1,5.0,5.0,1,1
21,308,20,1,1,5.0,5.0,1,1
21,308,25,1,1,5.0,5.0,1,1
21,308,30,1,1,5.0,5.0,1,1
21,308,35,1,1,5.0,5.0,1,1
21,308,40,1,1,5.0,5.0,1,1
21,308,45,1,1,5.0,5.0,1,1
21,308,50,1,1,5.0,5.0,1,1
21,308,55,1,1,5.0,5.0,1,1
21,308,60,1,1,5.0,5.0,1,1
21,308,65,1,1,5.0,5.0,1,1
21,308,70,1,1,5.0,5.0,1,1
21,308,75,1,1,5.0,5.0,1,1
21,308,80,1,1,5.0,5.0,1,1
21,308,85,1,1,5.0,5.0,1,1
21,308,90,1,1,5.0,5.0,1,1
21,308,95,1,1,5.0,5.0,1,1
21,308,100,1,1,5.0,5.0,1,1
21,317,0,0,0,15.0,15.0,1,1
21,317,5,0,0,15.0,15.0,1,1
21,317,10,0,0,15.0,15.0,1,1
21,317,15,1,1,15.0,15.0,1,1
21,317,20,1,1,15.0,15.0,1,1
21,317,25,1,1,15.0,15.0,1,1
21,317,30,1,1,15.0,15.0,1,1
21,317,35,1,1,15.0,15.0,1,1
21,317,40,1,1,15.0,15.0,1,1
21,317,45,1,1,15.0,15.0,1,1
21,317,50,1,1,15.0,15.0,1,1
21,317,55,1,1,15.0,15.0,1,1
21,317,60,1,1,15.0,15.0,1,1
21,317,65,1,1,15.0,15.0,1,1
21,317,70,1,1,15.0,15.0,1,1
21,317,75,1,1,15.0,15.0,1,1
21,317,80,1,1,15.0,15.0,1,1
21,317,85,1,1,15.0,15.0,1,1
21,317,90,1,1,15.0,15.0,1,1
21,317,95,1,1,15.0,15.0,1,1
21,317,100,1,1,15.0,15.0,1,1
22,308,0,0,0,5.0,5.0,1,1
22,308,5,1,1,5.0,5.0,1,1
22,308,10,1,1,5.0,5.0,1,1
22,308,15,1,1,5.0,5.0,1,1
22,308,20,1,1,5.0,5.0,1,1
22,308,25,1,1,5.0,5.0,1,1
22,308,30,1,1,5.0,5.0,1,1
22,308,35,1,1,5.0,5.0,1,1
22,308,40,1,1,5.0,5.0,1,1
22,308,45,1,1,5.0,5.0,1,1
22,308,50,1,1,5.0,5.0,1,1
22,308,55,1,1,5.0,5.0,1,1
22,308,60,1,1,5.0,5.0,1,1
22,308,65,1,1,5.0,5.0,1,1
22,308,70,1,1,5.0,5.0,1,1
22,308,75,1,1,5.0,5.0,1,1
22,308,80,1,1,5.0,5.0,1,1
22,308,85,1,1,5.0,5.0,1,1
22,308,90,1,1,5.0,5.0,1,1
22,308,95,1,1,5.0,5.0,1,1
22,308,100,1,1,5.0,5.0,1,1
22,317,0,0,0,15.0,15.0,1,1
22,317,5,0,0,15.0,15.0,1,1
22,317,10,0,0,15.0,15.0,1,1
22,317,15,1,1,15.0,15.0,1,1
22,317,20,1,1,15.0,15.0,1,1
22,317,25,1,1,15.0,15.0,1,1
22,317,30,1,1,15.0,15.0,1,1
22,317,35,1,1,15.0,15.0,1,1
22,317,40,1,1,15.0,15.0,1,1
22,317,45,1,1,15.0,15.0,1,1
22,317,50,1,1,15.0,15.0,1,1
22,317,55,1,1,15.0,15.0,1,1
22,317,60,1,1,15.0,15.0,1,1
22,317,65,1,1,15.0,15.0,1,1
22,317,70,1,1,15.0,15.0,1,1
22,317,75,1,1,15.0,15.0,1,1
22,317,80,1,1,15.0,15.0,1,1
22,317,85,1,1,15.0,15.0,1,1
22,317,90,1,1,15.0,15.0,1,1
22,317,95,1,1,15.0,15.0,1,1
22,317,100,1,1,15.0,15.0,1,1
23,308,0,0,0,5.0,5.0,1,1
23,308,5,1,1,5.0,5.0,1,1
23,308,10,1,1,5.0,5.0,1,1
23,308,15,1,1,5.0,5.0,1,1
23,308,20,1,1,5.0,5.0,1,1
23,308,25,1,1,5.0,5.0,1,1
23,308,30,1,1,5.0,5.0,1,1
23,308,35,1,1,5.0,5.0,1,1
23,308,40,1,1,5.0,5.0,1,1
23,308,45,1,1,5.0,5.0,1,1
23,308,50,1,1,5.0,5.0,1,1
23,308,55,1,1,5.0,5.0,1,1
23,308,60,1,1,5.0,5.0,1,1
23,308,65,1,1,5.0,5.0,1,1
23,308,70,1,1,5.0,5.0,1,1
23,308,75,1,1,5.0,5.0,1,1
23,308,80,1,1,5.0,5.0,1,1
23,308,85,1,1,5.0,5.0,1,1
23,308,90,1,1,5.0,5.0,1,1
23,308,95,1,1,5.0,5.0,1,1
23,308,100,1,1,5.0,5.0,1,1
23,317,0,0,0,15.0,15.0,1,1
23,317,5,0,0,15.0,15.0,1,1
23,317,10,0,0,15.0,15.0,1,1
23,317,15,1,1,15.0,15.0,1,1
23,317,20,1,1,15.0,15.0,1,1
23,317,25,1,1,15.0,15.0,1,1
23,317,30,1,1,15.0,15.0,1,1
23,317,35,1,1,15.0,15.0,1,1
23,317,40,1,1,15.0,15.0,1,1
23,317,45,1,1,15.0,15.0,1,1
23,317,50,1,1,15.0,15.0,1,1
23,317,55,1,1,15.0,15.0,1,1
23,317,60,1,1,15.0,15.0,1,1
23,317,65,1,1,15.0,15.0,1,1
23,317,70,1,1,15.0,15.0,1,1
23,317,75,1,1,15.0,15.0,1,1
23,317,80,1,1,15.0,15.0,1,1
23,317,85,1,1,15.0,15.0,1,1
23,317,90,1,1,15.0,15.0,1,1
23,317,95,1,1,15.0,15.0,1,1
23,317,100,1,1,15.0,15.0,1,1
24,308,0,0,0,5.0,5.0,1,1
24,308,5,1,1,5.0,5.0,1,1
24,308,10,1,1,5.0,5.0,1,1
24,308,15,1,1,5.0,5.0,1,1
24,308,20,1,1,5.0,5.0,1,1
24,308,25,1,1,5.0,5.0,1,1
24,308,30,1,1,5.0,5.0,1,1
24,308,35,1,1,5.0,5.0,1,1
24,308,40,1,1,5.0,5.0,1,1
24,308,45,1,1,5.0,5.0,1,1
24,308,50,1,1,5.0,5.0,1,1
24,308,55,1,1,5.0,5.0,1,1
24,308,60,1,1,5.0,5.0,1,1
24,308,65,1,1,5.0,5.0,1,1
24,308,70,1,1,5.0,5.0,1,1
24,308,75,1,1,5.0,5.0,1,1
24,308,80,1,1,5.0,5.0,1,1
24,308,85,1,1,5.0,5.0,1,1
24,308,90,1,1,5.0,5.0,1,1
24,308,95,1,1,5.0,5.0,1,1
24,308,100,1,1,5.0,5.0,1,1
24,317,0,0,0,15.0,15.0,1,1
24,317,5,0,0,15.0,15.0,1,1
24,317,10,0,0,15.0,15.0,1,1
24,317,15,1,1,15.0,15.0,1,1
24,317,20,1,1,15.0,15.0,1,1
24,317,25,1,1,15.0,15.0,1,1
24,317,30,1,1,15.0,15.0,1,1
24,317,35,1,1,15.0,15.0,1,1
24,317,40,1,1,15.0,15.0,1,1
24,317,45,1,1,15.0,15.0,1,1
24,317,50,1,1,15.0,15.0,1,1
24,317,55,1,1,15.0,15.0,1,1
24,317,60,1,1,15.0,15.0,1,1
24,317,65,1,1,15.0,15.0,1,1
24,317,70,1,1,15.0,15.0,1,1
24,317,75,1,1,15.0,15.0,1,1
24,317,80,1,1,15.0,15.0,1,1
24,317,85,1,1,15.0,15.0,1,1
24,317,90,1,1,15.0,15.0,1,1
24,317,95,1,1,15.0,15.0,1,1
24,317,100,1,1,15.0,15.0,1,1
25,308,0,0,0,5.0,5.0,1,1
25,308,5,1,1,5.0,5.0,1,1
25,308,10,1,1,5.0,5.0,1,1
25,308,15,1,1,5.0,5.0,1,1
25,308,20,1,1,5.0,5.0,1,1
25,308,25,1,1,5.0,5.0,1,1
25,308,30,1,1,5.0,5.0,1,1
25,308,35,1,1,5.0,5.0,1,1
25,308,40,1,1,5.0,5.0,1,1
25,308,45,1,1,5.0,5.0,1,1
25,308,50,1,1,5.0,5.0,1,1
25,308,55,1,1,5.0,5.0,1,1
25,308,60,1,1,5.0,5.0,1,1
25,308,65,1,1,5.0,5.0,1,1
25,308,70,1,1,5.0,5.0,1,1
25,308,75,1,1,5.0,5.0,1,1
25,308,80,1,1,5.0,5.0,1,1
25,308,85,1,1,5.0,5.0,1,1
25,308,90,1,1,5.0,5.0,1,1
25,308,95,1,1,5.0,5.0,1,1
25,308,100,1,1,5.0,5.0,1,1
25,317,0,0,0,15.0,15.0,1,1
25,317,5,0,0,15.0,15.0,1,1
25,317,10,0,0,15.0,15.0,1,1
25,317,15,1,1,15.0,15.0,1,1
25,317,20,1,1,15.0,15.0,1,1
25,317,25,1,1,15.0,15.0,1,1
25,317,30,1,1,15.0,15.0,1,1
25,317,35,1,1,15.0,15.0,1,1
25,317,40,1,1,15.0,15.0,1,1
25,317,45,1,1,15.0,15.0,1,1
25,317,50,1,1,15.0,15.0,1,1
25,317,55,1,1,15.0,15.0,1,1
25,317,60,1,1,15.0,15.0,1,1
25,317,65,1,1,15.0,15.0,1,1
25,317,70,1,1,15.0,15.0,1,1
25,317,75,1,1,15.0,15.0,1,1
25,317,80,1,1,15.0,15.0,1,1
25,317,85,1,1,15.0,15.0,1,1
25,317,90,1,1,15.0,15.0,1,1
25,317,95,1,1,15.0,15.0,1,1
25,317,100,1,1,15.0,15.0,1,1
26,308,0,0,0,5.0,5.0,1,1
26,308,5,1,1,5.0,5.0,1,1
26,308,10,1,1,5.0,5.0,1,1
26,308,15,1,1,5.0,5.0,1,1
26,308,20,1,1,5.0,5.0,1,1
26,308,25,1,1,5.0,5.0,1,1
26,308,30,1,1,5.0,5.0,1,1
26,308,35,1,1,5.0,5.0,1,1
26,308,40,1,1,5.0,5.0,1,1
26,308,45,1,1,5.0,5.0,1,1
26,308,50,1,1,5.0,5.0,1,1
26,308,55,1,1,5.0,5.0,1,1
26,308,60,1,1,5.0,5.0,1,1
26,308,65,1,1,5.0,5.0,1,1
26,308,70,1,1,5.0,5.0,1,1
26,308,75,1,1,5.0,5.0,1,1
26,308,80,1,1,5.0,5.0,1,1
26,308,85,1,1,5.0,5.0,1,1
26,308,90,1,1,5.0,5.0,1,1
26,308,95,1,1,5.0,5.0,1,1
26,308,100,1,1,5.0,5.0,1,1
26,317,0,0,0,15.0,15.0,1,1
26,317,5,0,0,15.0,15.0,1,1
26,317,10,0,0,15.0,15.0,1,1
26,317,15,1,1,15.0,15.0,1,1
26,317,20,1,1,15.0,15.0,1,1
26,317,25,1,1,15.0,15.0,1,1
26,317,30,1,1,15.0,15.0,1,1
26,317,35,1,1,15.0,15.0,1,1
26,317,40,1,1,15.0,15.0,1,1
26,317,45,1,1,15.0,15.0,1,1
26,317,50,1,1,15.0,15.0,1,1
26,317,55,1,1,15.0,15.0,1,1
26,317,60,1,1,15.0,15.0,1,1
26,317,65,1,1,15.0,15.0,1,1
26,317,70,1,1,15.0,15.0,1,1
26,317,75,1,1,15.0,15.0,1,1
26,317,80,1,1,15.0,15.0,1,1
26,317,85,1,1,15.0,15.0,1,1
26,317,90,1,1,15.0,15.0,1,1
26,317,95,1,1,15.0,15.0,1,1
26,317,100,1,1,15.0,15.0,1,1
27,308,0,0,0,5.0,5.0,1,1
27,308,5,1,1,5.0,5.0,1,1
27,308,10,1,1,5.0,5.0,1,1
27,308,15,1,1,5.0,5.0,1,1
27,308,20,1,1,5.0,5.0,1,1
27,308,25,1,1,5.0,5.0,1,1
27,308,30,1,1,5.0,5.0,1,1
27,308,35,1,1,5.0,5.0,1,1
27,308,40,1,1,5.0,5.0,1,1
27,308,45,1,1,5.0,5.0,1,1
27,308,50,1,1,5.0,5.0,1,1
27,308,55,1,1,5.0,5.0,1,1
27,308,60,1,1,5.0,5.0,1,1
27,308,65,1,1,5.0,5.0,1,1
27,308,70,1,1,5.0,5.0,1,1
27,308,75,1,1,5.0,5.0,1,1
27,308,80,1,1,5.0,5.0,1,1
27,308,85,1,1,5.0,5.0,1,1
27,308,90,1,1,5.0,5.0,1,1
27,308,95,1,1,5.0,5.0,1,1
27,308,100,1,1,5.0,5.0,1,1
27,317,0,0,0,15.0,15.0,1,1
27,317,5,0,0,15.0,15.0,1,1
27,317,10,0,0,15.0,15.0,1,1
27,317,15,1,1,15.0,15.0,1,1
27,317,20,1,1,15.0,15.0,1,1
27,317,25,1,1,15.0,15.0,1,1
27,317,30,1,1,15.0,15.0,1,1
27,317,35,1,1,15.0,15.0,1,1
27,317,40,1,1,15.0,15.0,1,1
27,317,45,1,1,15.0,15.0,1,1
27,317,50,1,1,15.0,15.0,1,1
27,317,55,1,1,15.0,15.0,1,1
27,317,60,1,1,15.0,15.0,1,1
27,317,65,1,1,15.0,15.0,1,1
27,317,70,1,1,15.0,15.0,1,1
27,317,75,1,1,15.0,15.0,1,1
27,317,80,1,1,15.0,15.0,1,1
27,317,85,1,1,15.0,15.0,1,1
27,317,90,1,1,15.0,15.0,1,1
27,317,95,1,1,15.0,15.0,1,1
27,317,100,1,1,15.0,15.0,1,1
28,308,0,0,0,5.0,5.0,1,1
28,308,5,1,1,5.0,5.0,1,1
28,308,10,1,1,5.0,5.0,1,1
28,308,15,1,1,5.0,5.0,1,1
28,308,20,1,1,5.0,5.0,1,1
28,308,25,1,1,5.0,5.0,1,1
28,308,30,1,1,5.0,5.0,1,1
28,308,35,1,1,5.0,5.0,1,1
28,308,40,1,1,5.0,5.0,1,1
28,308,45,1,1,5.0,5.0,1,1
28,308,50,1,1,5.0,5.0,1,1
28,308,55,1,1,5.0,5.0,1,1
28,308,60,1,1,5.0,5.0,1,1
28,308,65,1,1,5.0,5.0,1,1
28,308,70,1,1,5.0,5.0,1,1
28,308,75,1,1,5.0,5.0,1,1
28,308,80,1,1,5.0,5.0,1,1
28,308,85,1,1,5.0,5.0,1,1
28,308,90,1,1,5.0,5.0,1,1
28,308,95,1,1,5.0,5.0,1,1
28,308,100,1,1,5.0,5.0,1,1
28,317,0,0,0,15.0,15.0,1,1
28,317,5,0,0,15.0,15.0,1,1
28,317,10,0,0,15.0,15.0,1,1
28,317,15,1,1,15.0,15.0,1,1
28,317,20,1,1,15.0,15.0,1,1
28,317,25,1,1,15.0,15.0,1,1
28,317,30,1,1,15.0,15.0,1,1
28,317,35,1,1,15.0,15.0,1,1
28,317,40,1,1,15.0,15.0,1,1
28,317,45,1,1,15.0,15.0,1,1
28,317,50,1,1,15.0,15.0,1,1
28,317,55,1,1,15.0,15.0,1,1
28,317,60,1,1,15.0,15.0,1,1
28,317,65,1,1,15.0,15.0,1,1
28,317,70,1,1,15.0,15.0,1,1
28,317,75,1,1,15.0,15.0,1,1
28,317,80,1,1,15.0,15.0,1,1
28,317,85,1,1,15.0,15.0,1,1
28,317,90,1,1,15.0,15.0,1,1
28,317,95,1,1,15.0,15.0,1,1
28,317,100,1,1,15.0,15.0,1,1
29,308,0,0,0,5.0,5.0,1,1
29,308,5,1,1,5.0,5.0,1,1
29,308,10,1,1,5.0,5.0,1,1
29,308,15,1,1,5.0,5.0,1,1
29,308,20,1,1,5.0,5.0,1,1
29,308,25,1,1,5.0,5.0,1,1
29,308,30,1,1,5.0,5.0,1,1
29,308,35,1,1,5.0,5.0,1,1
29,308,40,1,1,5.0,5.0,1,1
29,308,45,1,1,5.0,5.0,1,1
29,308,50,1,1,5.0,5.0,1,1
29,308,55,1,1,5.0,5.0,1,1
29,308,60,1,1,5.0,5.0,1,1
29,308,65,1,1,5.0,5.0,1,1
29,308,70,1,1,5.0,5.0,1,1
29,308,75,1,1,5.0,5.0,1,1
29,308,80,1,1,5.0,5.0,1,1
29,308,85,1,1,5.0,5.0,1,1
29,308,90,1,1,5.0,5.0,1,1
29,308,95,1,1,5.0,5.0,1,1
29,308,100,1,1,5.0,5.0,1,1
29,317,0,0,0,15.0,15.0,1,1
29,317,5,0,0,15.0,15.0,1,1
29,317,10,0,0,15.0,15.0,1,1
29,317,15,1,1,15.0,15.0,1,1
29,317,20,1,1,15.0,15.0,1,1
29,317,25,1,1,15.0,15.0,1,1
29,317,30,1,1,15.0,15.0,1,1
29,317,35,1,1,15.0,15.0,1,1
29,317,40,1,1,15.0,15.0,1,1
29,317,45,1,1,15.0,15.0,1,1
29,317,50,1,1,15.0,15.0,1,1
29,317,55,1,1,15.0,15.0,1,1
29,317,60,1,1,15.0,15.0,1,1
29,317,65,1,1,15.0,15.0,1,1
29,317,70,1,1,15.0,15.0,1,1
29,317,75,1,1,15.0,15.0,1,1
29,317,80,1,1,15.0,15.0,1,1
29,317,85,1,1,15.0,15.0,1,1
29,317,90,1,1,15.0,15.0,1,1
29,317,95,1,1,15.0,15.0,1,1
29,317,100,1,1,15.0,15.0,1,1
30,308,0,0,0,5.0,5.0,1,1
30,308,5,1,1,5.0,5.0,1,1
30,308,10,1,1,5.0,5.0,1,1
30,308,15,1,1,5.0,5.0,1,1
30,308,20,1,1,5.0,5.0,1,1
30,308,25,1,1,5.0,5.0,1,1
30,308,30,1,1,5.0,5.0,1,1
30,308,35,1,1,5.0,5.0,1,1
30,308,40,1,1,5.0,5.0,1,1
30,308,45,1,1,5.0,5.0,1,1
30,308,50,1,1,5.0,5.0,1,1
30,308,55,1,1,5.0,5.0,1,1
30,308,60,1,1,5.0,5.0,1,1
30,308,65,1,1,5.0,5.0,1,1
30,308,70,1,1,5.0,5.0,1,1
30,308,75,1,1,5.0,5.0,1,1
30,308,80,1,1,5.0,5.0,1,1
30,308,85,1,1,5.0,5.0,1,1
30,308,90,1,1,5.0,5.0,1,1
30,308,95,1,1,5.0,5.0,1,1
30,308,100,1,1,5.0,5.0,1,1
30,317,0,0,0,15.0,15.0,1,1
30,317,5,0,0,15.0,15.0,1,1
30,317,10,0,0,15.0,15.0,1,1
30,317,15,1,1,15.0,15.0,1,1
30,317,20,1,1,15.0,15.0,1,1
30,317,25,1,1,15.0,15.0,1,1
30,317,30,1,1,15.0,15.0,1,1
30,317,35,1,1,15.0,15.0,1,1
30,317,40,1,1,15.0,15.0,1,1
30,317,45,1,1,15.0,15.0,1,1
30,317,50,1,1,15.0,15.0,1,1
30,317,55,1,1,15.0,15.0,1,1
30,317,60,1,1,15.0,15.0,1,1
30,317,65,1,1,15.0,15.0,1,1
30,317,70,1,1,15.0,15.0,1,1
30,317,75,1,1,15.0,15.0,1,1
30,317,80,1,1,15.0,15.0,1,1
30,317,85,1,1,15.0,15.0,1,1
30,317,90,1,1,15.0,15.0,1,1
30,317,95,1,1,15.0,15.0,1,1
30,317,100,1,1,15.0,15.0,1,1
31,308,0,0,0,5.0,5.0,1,1
31,308,5,1,1,5.0,5.0,1,1
31,308,10,1,1,5.0,5.0,1,1
31,308,15,1,1,5.0,5.0,1,1
